cod_pedido;cod_cliente;cod_fornecedor;cod_categoria;cod_produto;cod_transportadora;cod_filial;cod_funcionario;cod_vendedor;data_pedido;valor_item;valor_total;qtde_item;desconto_item;vendedor;cargo_vendedor;data_admissao;salario_vendedor;endereco_filial;cidade_filial;pais_filial;transportadora;produto;custo_produto;preco_produto;estoque_produto;categoria_produto;grupo_produto;fornecedor;contato_fornecedor;endereco_fornecedor;cidade_fornecedor;pais_fornecedor;cliente;contato_cliente;endereco_cliente;cidade_cliente;pais_cliente;frete_item
10621;1;9;5;23;2;2;8;8;30/07/2020;9,64;96,4;10;0;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;DSW Sandals;7,43;9;61;"Women's Footwear";Ladies Shoes;Goa Kl„der;Tomas Ravelli;Kaloadagatan 13;G”teborg;Sweden;Eintrach GS;Albert von Einstein;Obere Str. 57;Berlin;Germany;12,188
10621;1;7;1;70;2;2;8;8;30/07/2020;27,34;546,8;20;0;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;US-Master Jeans;24,98;29;15;"Men's Clothes";Fashion for Men;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Eintrach GS;Albert von Einstein;Obere Str. 57;Berlin;Germany;24,376
10621;1;15;1;71;2;2;8;8;30/07/2020;32,47;487,05;15;0;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Atles Lussekofta;26,49;30,5;26;"Men's Clothes";Fashion for Men;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;Eintrach GS;Albert von Einstein;Obere Str. 57;Berlin;Germany;18,282
10621;1;8;3;19;2;2;8;8;30/07/2020;9,89;49,45;5;0;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Squash Shorts;7,4;9,2;25;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Eintrach GS;Albert von Einstein;Obere Str. 57;Berlin;Germany;6,094
10622;80;8;3;68;3;5;1;1;31/07/2020;12,93;186,19199930638;18;0,20000000298023;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Cap;9,67;12,5;6;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Don Balón;Peloto Gomez;Avda. Azteca 123;México D.F.;Mexico;20,311578947368
10622;80;1;1;2;3;5;1;1;31/07/2020;17,76;355,2;20;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Mr2 Trousers;16,17;19;17;"Men's Clothes";Fashion for Men;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;Don Balón;Peloto Gomez;Avda. Azteca 123;México D.F.;Mexico;22,568421052632
10623;25;10;1;24;2;2;7;7;01/07/2020;4,37;13,11;3;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Samba Soccer Socks;3,9;4,5;20;"Men's Clothes";Fashion for Men;Samba;Ronaldinho;Av. das Americanas 12.890;Sao Paulo;Brazil;Halle Köln;Dieter Köln;Berliner Platz 43;München;Germany;0,81382978723404
10623;25;16;4;35;2;2;7;7;01/07/2020;6,13;165,50999972597;30;0,10000000149012;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;LA. Shorts;5,17;6;20;Swimwear;Beach clothing;Smooth Clothes;Pamela Andersson;3400 - 8th Avenue Suite 210;Bend;USA;Halle Köln;Dieter Köln;Berliner Platz 43;München;Germany;8,1382978723404
10623;25;8;3;19;2;2;7;7;01/07/2020;9,35;126,22499979101;15;0,10000000149012;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Squash Shorts;7,4;9,2;25;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Halle Köln;Dieter Köln;Berliner Platz 43;München;Germany;4,0691489361702
10623;25;6;7;14;2;2;7;7;01/07/2020;24,21;508,41;21;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Kool Sunglasses;20,36;23,25;35;"Children's Clothes";3-15 Years;SatSUMAs;Hirosho Tayoto;92 Setsuko Chuo-ku;Osaka;Japan;Halle Köln;Dieter Köln;Berliner Platz 43;München;Germany;5,6968085106383
10623;25;8;3;21;2;2;7;7;01/07/2020;10,05;226,12499962561;25;0,10000000149012;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Basket Shoes;8,78;10;3;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Halle Köln;Dieter Köln;Berliner Platz 43;München;Germany;6,781914893617
10624;19;12;6;29;2;1;3;3;01/12/2020;120,95;725,7;6;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Davenport Shoes;100,74;123,79;0;"Men's Footwear";Men Shoes;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Th Fashing;Greg Thatcher;35 King George;London;UK;14,086153846154
10624;19;12;7;28;2;1;3;3;01/12/2020;44,86;448,6;10;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;RDL Suit;36,81;45,6;26;"Children's Clothes";3-15 Years;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Th Fashing;Greg Thatcher;35 King George;London;UK;23,476923076923
10624;19;20;2;44;2;1;3;3;01/12/2020;82,54;825,4;10;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Okkaba Skin Jackets;67,17;75,45;27;"Women's Clothes";Fashion for Women;Asin Fashion Ltd Co;Li Chi Mihn;471 Serangoon Loop, Suite #402;Singapore;Singapore;Th Fashing;Greg Thatcher;35 King George;London;UK;23,476923076923
10625;2;20;5;42;2;1;3;3;02/12/2020;14,92;74,6;5;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Walking Shoes;10,95;14;26;"Women's Footwear";Ladies Shoes;Asin Fashion Ltd Co;Li Chi Mihn;471 Serangoon Loop, Suite #402;Singapore;Singapore;La Tienda de la Esquina;Paco el Maco;Avda. de la Constitución 2222;México D.F.;Mexico;6,7888888888889
10625;2;6;7;14;2;1;3;3;02/12/2020;24,25;72,75;3;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Kool Sunglasses;20,36;23,25;35;"Children's Clothes";3-15 Years;SatSUMAs;Hirosho Tayoto;92 Setsuko Chuo-ku;Osaka;Japan;La Tienda de la Esquina;Paco el Maco;Avda. de la Constitución 2222;México D.F.;Mexico;4,0733333333333
10625;2;28;3;60;2;1;3;3;02/12/2020;4,87;48,7;10;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Game Over T-Shirt;4,44;5;19;Sportswear;Sports clothing;FrisersAfrong;Yannik Noah;Bat. B 3, rue des Alpes;Annecy;France;La Tienda de la Esquina;Paco el Maco;Avda. de la Constitución 2222;México D.F.;Mexico;13,577777777778
10626;5;28;3;60;2;1;9;9;05/08/2020;4,95;99;20;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Game Over T-Shirt;4,44;5;19;Sportswear;Sports clothing;FrisersAfrong;Yannik Noah;Bat. B 3, rue des Alpes;Annecy;France;Urras Shop;Urra Gurra Aktersnurra;Berguvsvägen  8;Luleå;Sweden;9,7538461538462
10626;5;24;2;53;2;1;9;9;05/08/2020;63,44;761,28;12;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Jack Flash Dress;52,38;60,8;0;"Women's Clothes";Fashion for Women;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Urras Shop;Urra Gurra Aktersnurra;Berguvsvägen  8;Luleå;Sweden;5,8523076923077
10626;5;15;1;71;2;1;9;9;05/08/2020;33,16;663,2;20;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Atles Lussekofta;26,49;30,5;26;"Men's Clothes";Fashion for Men;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;Urras Shop;Urra Gurra Aktersnurra;Berguvsvägen  8;Luleå;Sweden;9,7538461538462
10627;1;29;3;62;2;2;7;7;05/08/2020;30,72;460,8;15;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Lace Shoes;25,39;29,3;17;Sportswear;Sports clothing;Fast Runners;Ben Johnsson;148 rue Chasseur;Ste-Hyacinthe;Canada;Eintrach GS;Albert von Einstein;Obere Str. 57;Berlin;Germany;19,425
10627;1;17;8;73;2;2;7;7;05/08/2020;1,18;35,104999753833;35;0,15000000596046;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Mehmet-Napp;0,89;1,1;101;Baby Clothes;0-3 Years;ABC;Anna Book;Brovallav„gen 231;Stockholm;Sweden;Eintrach GS;Albert von Einstein;Obere Str. 57;Berlin;Germany;45,325
10628;7;1;1;1;1;3;5;5;06/05/2020;18,23;455,75;25;0;Ingrid Hendrix;Sales Representative;17/10/1995;5108,3333333333;66 Rue de Qlik;Paris;France;Quik Shipping;Lenin Jeansshorts;15,37;20;39;"Men's Clothes";Fashion for Men;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;Menàge à Trois;Julie Binoché;24, place Kléber;Strasbourg;France;59,28
10629;30;12;6;29;1;3;4;4;06/08/2020;119,49;2389,8;20;0;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Davenport Shoes;100,74;123,79;0;"Men's Footwear";Men Shoes;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Los Trajes de Matador;El Cordobes;Finca La Campana, 33;Sevilla;Spain;39,110344827586
10629;30;12;5;64;1;3;4;4;06/08/2020;30,45;274,05;9;0;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;WFS Shoes;29,25;33,25;22;"Women's Footwear";Ladies Shoes;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Los Trajes de Matador;El Cordobes;Finca La Campana, 33;Sevilla;Spain;17,599655172414
10630;39;25;3;55;2;1;3;3;07/09/2020;35,28;402,19199968457;12;0,050000000745058;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Feiss Fleece Trousers;33,18;39;115;Sportswear;Sports clothing;Mountain International;Celine Dion;2960 Rue St. Laurent;Montr‚al;Canada;Noch Einmal GMBH;Dieter Rummernige;Maubelstr. 90;Brandenburg;Germany;15,707234042553
10630;39;23;2;76;2;1;3;3;07/09/2020;402,23;14078,05;35;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Halter Dress;304,7;399;57;"Women's Clothes";Fashion for Women;Nordik Koskenkorva;Juha Mieto;Valtakatu 12;Lappeenranta;Finland;Noch Einmal GMBH;Dieter Rummernige;Maubelstr. 90;Brandenburg;Germany;45,812765957447
10631;44;12;1;75;2;2;8;8;08/08/2020;7,03;50,615999916196;8;0,10000000149012;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Bow tie;6,61;7,75;125;"Men's Clothes";Fashion for Men;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Warp AG;Klaus Deum;Magazinweg 7;Frankfurt a.M.;Germany;32,07
10632;86;1;1;2;2;2;7;7;08/08/2020;19,27;549,19499956928;30;0,050000000745058;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Mr2 Trousers;16,17;19;17;"Men's Clothes";Fashion for Men;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;Autokleider;Ralf Schumaker;Adenauerallee 900;Stuttgart;Germany;37,98
10632;86;15;3;33;2;2;7;7;08/08/2020;24,88;472,71999962926;20;0,050000000745058;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Casual Boots;20,2;25,5;112;Sportswear;Sports clothing;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;Autokleider;Ralf Schumaker;Adenauerallee 900;Stuttgart;Germany;25,32
10633;23;6;8;13;1;4;6;6;09/04/2020;24,16;266,96799812794;13;0,15000000596046;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Aino Shoes;21,11;25;24;Baby Clothes;0-3 Years;SatSUMAs;Hirosho Tayoto;92 Setsuko Chuo-ku;Osaka;Japan;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;3,2349390243902
10633;23;29;3;62;1;4;6;6;09/04/2020;29;1971,9999861717;80;0,15000000596046;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Lace Shoes;25,39;29,3;17;Sportswear;Sports clothing;Fast Runners;Ben Johnsson;148 rue Chasseur;Ste-Hyacinthe;Canada;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;19,907317073171
10633;23;11;3;26;1;4;6;6;09/04/2020;31,91;949,32249334306;35;0,15000000596046;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Bike Helmet;26,13;31,23;15;Sportswear;Sports clothing;Der Bahnhof;Karl Straubaum;Tiergartenstraáe 5;Berlin;Germany;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;8,7094512195122
10633;23;5;4;12;1;4;6;6;09/04/2020;9,74;298,04399791002;36;0,15000000596046;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Tank Swimsuit;7,92;10;86;Swimwear;Beach clothing;Los Hombres Machos;Antonio Banderas;Calle del Rosal 4;Oviedo;Spain;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;8,9582926829268
10634;23;3;7;7;1;4;6;6;09/08/2020;36,87;1290,45;35;0;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Runner Shoes;33,11;40;15;"Children's Clothes";3-15 Years;Dressed for Succes;Glenn Miller;707 Oxford Rd.;Ann Arbor;USA;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;17,88431372549
10634;23;12;1;75;1;4;6;6;09/08/2020;7,54;15,08;2;0;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Bow tie;6,61;7,75;125;"Men's Clothes";Fashion for Men;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;1,0219607843137
10634;23;7;8;18;1;4;6;6;09/08/2020;27,63;1381,5;50;0;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Deuce Shirt;22,09;25,5;42;Baby Clothes;0-3 Years;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;25,549019607843
10634;23;24;6;51;1;4;6;6;09/08/2020;100,99;1514,85;15;0;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Summit Hiking Boots;82,74;99,9;20;"Men's Footwear";Men Shoes;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;7,6647058823529
10635;49;2;1;5;1;4;6;6;12/06/2020;5,79;78,164999870583;15;0,10000000149012;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;O-Man Underwear;4,72;6;0;"Men's Clothes";Fashion for Men;Big L;James Brown;P.O. Box 78934;New Orleans;USA;"La Moda d'il Futuri";Luca Brassi;Via Ludovico il Moro 22;Bergamo;Italy;10,031538461538
10635;49;2;2;4;1;4;6;6;12/06/2020;23,91;215,18999964371;10;0,10000000149012;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Rossi Shorts;19,34;22;53;"Women's Clothes";Fashion for Women;Big L;James Brown;P.O. Box 78934;New Orleans;USA;"La Moda d'il Futuri";Luca Brassi;Via Ludovico il Moro 22;Bergamo;Italy;6,6876923076923
10635;49;9;5;22;1;4;6;6;12/06/2020;3,23;129,2;40;0;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Ravellis Träskor;2,65;3,5;104;"Women's Footwear";Ladies Shoes;Goa Kl„der;Tomas Ravelli;Kaloadagatan 13;G”teborg;Sweden;"La Moda d'il Futuri";Luca Brassi;Via Ludovico il Moro 22;Bergamo;Italy;26,750769230769
10636;79;2;2;4;2;2;7;7;13/08/2020;20,63;515,75;25;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Rossi Shorts;19,34;22;53;"Women's Clothes";Fashion for Women;Big L;James Brown;P.O. Box 78934;New Orleans;USA;Boombastic;Heinz Disco;Luisenstr. 48;Münster;Germany;48,153225806452
10636;79;27;8;58;2;2;7;7;13/08/2020;47,63;285,78;6;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Onesy Dress;37,17;48,25;62;Baby Clothes;0-3 Years;Gal Export;Marie Desailly;22, rue H. Voiron;Montceau;France;Boombastic;Heinz Disco;Luisenstr. 48;Münster;Germany;11,556774193548
10637;62;23;4;50;2;1;3;3;13/08/2020;15,85;376,43749970477;25;0,050000000745058;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Finnish Swimsuit;13,57;16,25;65;Swimwear;Beach clothing;Nordik Koskenkorva;Juha Mieto;Valtakatu 12;Lappeenranta;Finland;Roba di Piel;Jorge Alemaio;Alameda dos Canàrios, 891;São Paulo;Brazil;5,2657894736842
10637;62;26;5;56;2;1;3;3;13/08/2020;36,74;2094,1799983576;60;0,050000000745058;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Slip-on Shoes;34,17;38;21;"Women's Footwear";Ladies Shoes;Pirilli Company;Alberto Tomba;Via dei Gelsomini, 153;Salerno;Italy;Roba di Piel;Jorge Alemaio;Alameda dos Canàrios, 891;São Paulo;Brazil;12,637894736842
10637;62;5;1;11;2;1;3;3;13/08/2020;26,77;267,7;10;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Desperado Jeans;21,1;28;22;"Men's Clothes";Fashion for Men;Los Hombres Machos;Antonio Banderas;Calle del Rosal 4;Oviedo;Spain;Roba di Piel;Jorge Alemaio;Alameda dos Canàrios, 891;São Paulo;Brazil;2,1063157894737
10638;47;14;2;72;2;1;2;2;14/08/2020;10,77;646,2;60;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Oyaki Kimono;8,96;11,8;14;"Women's Clothes";Fashion for Women;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;El Pirata;Andrés Barbanegra;Ave. 5 de Mayo Porlamar;I. de Margarita;Venezuela;44,619801980198
10638;47;21;6;45;2;1;2;2;14/08/2020;8,86;177,2;20;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Danske Treshoe;8,44;9,5;5;"Men's Footwear";Men Shoes;Prael Ltd;Preben Elkjer;Lyngbysild Fiskebakken 10;Lyngby;Denmark;El Pirata;Andrés Barbanegra;Ave. 5 de Mayo Porlamar;I. de Margarita;Venezuela;14,873267326733
10638;47;2;2;65;2;1;2;2;14/08/2020;10,14;212,94;21;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Stretch Pants;8,68;10,05;76;"Women's Clothes";Fashion for Women;Big L;James Brown;P.O. Box 78934;New Orleans;USA;El Pirata;Andrés Barbanegra;Ave. 5 de Mayo Porlamar;I. de Margarita;Venezuela;15,616930693069
10639;70;7;8;18;2;1;3;3;14/08/2020;24,17;193,36;8;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Deuce Shirt;22,09;25,5;42;Baby Clothes;0-3 Years;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Alles Lusekofter;Akkurat Jonny;Erling Skakkes gate 78;Stavern;Norway;73,3
10640;86;15;3;69;2;2;8;8;15/08/2020;1,84;27,6;20;0,25;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Tube Socks;1,65;2;26;Sportswear;Sports clothing;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;Autokleider;Ralf Schumaker;Adenauerallee 900;Stuttgart;Germany;30,314285714286
10640;86;7;1;70;2;2;8;8;15/08/2020;27,52;309,6;15;0,25;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;US-Master Jeans;24,98;29;15;"Men's Clothes";Fashion for Men;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Autokleider;Ralf Schumaker;Adenauerallee 900;Stuttgart;Germany;22,735714285714
10641;35;1;1;2;2;1;9;9;16/08/2020;18,58;929;50;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Mr2 Trousers;16,17;19;17;"Men's Clothes";Fashion for Men;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;El Zapato Rojo;Nicolas Balines;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;17,395454545455
10641;35;19;8;40;2;1;9;9;16/08/2020;19,79;1187,4;60;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Duck Trousers;16,34;18,4;123;Baby Clothes;0-3 Years;Mayflower;Ray Bourke;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;USA;El Zapato Rojo;Nicolas Balines;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;20,874545454545
10642;73;29;3;61;2;1;3;3;16/08/2020;26,83;429,27999840081;20;0,20000000298023;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;AAA Running Shoe;22,24;26,5;113;Sportswear;Sports clothing;Fast Runners;Ben Johnsson;148 rue Chasseur;Ste-Hyacinthe;Canada;Rode & Vite;Preben Elkjaer;Vinbæltet 34;København;Denmark;17,06
10642;73;8;3;21;2;1;3;3;16/08/2020;10,59;254,15999905318;30;0,20000000298023;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Basket Shoes;8,78;10;3;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Rode & Vite;Preben Elkjaer;Vinbæltet 34;København;Denmark;25,59
10643;1;18;2;39;2;2;8;8;19/11/2020;56,32;887,04;21;0,25;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Terence Top;48,17;60;69;"Women's Clothes";Fashion for Women;Like Paradis;Vanessa Paradis;203, Rue des Francs-Bourgeois;Paris;France;Eintrach GS;Albert von Einstein;Obere Str. 57;Berlin;Germany;37,529210526316
10643;1;12;7;28;2;2;8;8;19/11/2020;46,56;523,8;15;0,25;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;RDL Suit;36,81;45,6;26;"Children's Clothes";3-15 Years;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Eintrach GS;Albert von Einstein;Obere Str. 57;Berlin;Germany;26,806578947368
10643;1;21;8;46;2;2;8;8;19/11/2020;11,15;16,725;2;0,25;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Rodbye Troje;9,07;12;95;Baby Clothes;0-3 Years;Prael Ltd;Preben Elkjer;Lyngbysild Fiskebakken 10;Lyngby;Denmark;Eintrach GS;Albert von Einstein;Obere Str. 57;Berlin;Germany;3,5742105263158
10644;32;7;8;18;3;5;1;1;19/08/2020;25,96;93,455999845266;4;0,10000000149012;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Deuce Shirt;22,09;25,5;42;Baby Clothes;0-3 Years;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;The Corner Store;Ross The Boss;2732 Baker Blvd.;Eugene;USA;2,5431111111111
10644;32;21;8;46;3;5;1;1;19/08/2020;13;245,6999995932;21;0,10000000149012;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Rodbye Troje;9,07;12;95;Baby Clothes;0-3 Years;Prael Ltd;Preben Elkjer;Lyngbysild Fiskebakken 10;Lyngby;Denmark;The Corner Store;Ross The Boss;2732 Baker Blvd.;Eugene;USA;13,351333333333
10644;32;20;4;43;3;5;1;1;19/08/2020;13,1;262;20;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Summer Shorts;10,48;12;17;Swimwear;Beach clothing;Asin Fashion Ltd Co;Li Chi Mihn;471 Serangoon Loop, Suite #402;Singapore;Singapore;The Corner Store;Ross The Boss;2732 Baker Blvd.;Eugene;USA;12,715555555556
10645;34;7;8;18;2;1;9;9;20/08/2020;26,26;525,2;20;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Deuce Shirt;22,09;25,5;42;Baby Clothes;0-3 Years;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;El Carnevale;Joe do Pintho;Rua do Paço, 67;Rio de Janeiro;Brazil;26,594285714286
10645;34;17;8;36;2;1;9;9;20/08/2020;7,93;118,95;15;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Mehmet-Tröja;6,45;8;112;Baby Clothes;0-3 Years;ABC;Anna Book;Brovallav„gen 231;Stockholm;Sweden;El Carnevale;Joe do Pintho;Rua do Paço, 67;Rio de Janeiro;Brazil;19,945714285714
10646;37;12;2;77;2;1;3;3;21/10/2020;13,17;345,7125;35;0,25;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Wrap Skirt;10,95;13;32;"Women's Clothes";Fashion for Women;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Boleros;Robert Bolero;8 Johnstown Road;Cork;Ireland;21,007142857143
